timestamp,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,jetson_clocks,nvp model
2025-07-19 18:02:14,2025-07-19 18:02:14.930657,6:22:08.840000,16,13,17,9,0.5178133858408096,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.5,38.0,OFF,MAXN
2025-07-19 18:02:15,2025-07-19 18:02:15.932259,6:22:09.840000,11,9,14,6,0.5174904965561777,0.0007371371866878712,0,0.0,4.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:16,2025-07-19 18:02:16.933489,6:22:10.840000,10,9,18,8,0.5173676797730663,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,36.5,36.0,38.25,OFF,MAXN
2025-07-19 18:02:17,2025-07-19 18:02:17.934583,6:22:11.840000,10,11,12,8,0.5173676797730663,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:18,2025-07-19 18:02:18.936135,6:22:12.840000,15,11,16,6,0.5175519049477335,0.0007855622573461986,0,0.0,4.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:02:19,2025-07-19 18:02:19.937108,6:22:13.840000,12,12,13,10,0.5176212370027158,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,37.75,OFF,MAXN
2025-07-19 18:02:20,2025-07-19 18:02:20.938673,6:22:14.840000,12,12,13,10,0.5174944583878911,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.5,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:21,2025-07-19 18:02:21.940265,6:22:15.850000,10,10,14,7,0.5176073705917194,0.0007855622573461986,0,0.0,4.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,35.5,38.25,OFF,MAXN
2025-07-19 18:02:22,2025-07-19 18:02:22.941897,6:22:16.850000,14,11,13,11,0.5175459622001636,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,35.5,38.0,OFF,MAXN
2025-07-19 18:02:23,2025-07-19 18:02:23.942630,6:22:17.850000,9,10,14,11,0.5173617370254964,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:24,2025-07-19 18:02:24.944140,6:22:18.850000,13,14,13,9,0.5171220462068433,0.0007855622573461986,0,0.0,4.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,36.5,36.0,38.5,OFF,MAXN
2025-07-19 18:02:25,2025-07-19 18:02:25.945725,6:22:19.850000,13,12,14,7,0.5170725233104273,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,45.0,40.0,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:26,2025-07-19 18:02:26.946653,6:22:20.850000,18,7,11,8,0.5175479431160203,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:27,2025-07-19 18:02:27.948107,6:22:21.850000,11,10,14,11,0.5175479431160203,0.0007855622573461986,0,0.0,4.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:28,2025-07-19 18:02:28.949617,6:22:22.850000,12,10,15,10,0.5175023820513176,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,45.0,40.0,37.0,36.0,38.25,OFF,MAXN
2025-07-19 18:02:29,2025-07-19 18:02:29.950590,6:22:23.860000,12,6,15,11,0.5174251263329087,0.0007855622573461986,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.5,38.0,OFF,MAXN
